,loss,val_loss
0,0.8277266025543213,0.6570937037467957
1,0.5634093284606934,0.46057742834091187
2,0.3947255611419678,0.32023197412490845
3,0.27657657861709595,0.22423827648162842
4,0.1948346495628357,0.15843622386455536
5,0.1395806521177292,0.11368384957313538
6,0.10176888108253479,0.08336269855499268
7,0.07658771425485611,0.06356633454561234
8,0.05905267223715782,0.049845416098833084
9,0.04717313125729561,0.0390801727771759
10,0.038099005818367004,0.03381788730621338
11,0.03307477757334709,0.02703985571861267
12,0.027620604261755943,0.023392952978610992
13,0.024524610489606857,0.019899457693099976
14,0.02180449478328228,0.017490968108177185
15,0.019256101921200752,0.015339640900492668
16,0.017397448420524597,0.01380180474370718
17,0.016672058030962944,0.01571195386350155
18,0.015655843541026115,0.0113286217674613
19,0.013805869035422802,0.010494589805603027
20,0.012845677323639393,0.011030353605747223
21,0.012041033245623112,0.009576719254255295
22,0.01178830023854971,0.01078765094280243
23,0.011131012812256813,0.008308707736432552
24,0.010627999901771545,0.007920695468783379
25,0.00944499857723713,0.007321385201066732
26,0.009510301053524017,0.006479951553046703
27,0.008757870644330978,0.006200897973030806
28,0.008464829996228218,0.006341096945106983
29,0.007888884283602238,0.005598277319222689
30,0.007903597317636013,0.005485663656145334
31,0.0086231529712677,0.008051576092839241
32,0.008983745239675045,0.005413256585597992
33,0.00767833786085248,0.00619499571621418
34,0.007634160574525595,0.005784326698631048
35,0.007327633444219828,0.0059629022143781185
36,0.007394727319478989,0.00456268573179841
37,0.007492132484912872,0.006011191755533218
38,0.007675105705857277,0.004547370597720146
39,0.006912745535373688,0.004376364406198263
40,0.006416092626750469,0.004249183461070061
41,0.006220874842256308,0.004057465121150017
42,0.006240909453481436,0.004594624042510986
43,0.00680261617526412,0.004083921667188406
44,0.006924899760633707,0.004972669295966625
45,0.005727265030145645,0.004226658958941698
46,0.005869374610483646,0.003799981204792857
47,0.00607534172013402,0.0038914752658456564
48,0.00575288524851203,0.005120057612657547
49,0.0066145737655460835,0.0048576886765658855
50,0.0064207809045910835,0.004506319761276245
51,0.005902878474444151,0.0035943558905273676
52,0.0060542868450284,0.0037286714650690556
53,0.005593813490122557,0.0037518753670156
54,0.005380614660680294,0.004418225027620792
55,0.005603165831416845,0.003951047081500292
56,0.005465678870677948,0.0034110008273273706
57,0.005223731976002455,0.003495193552225828
58,0.005171992816030979,0.003455224446952343
59,0.005073868203908205,0.0033057008404284716
60,0.005362696014344692,0.003955646883696318
61,0.005866756662726402,0.004105768632143736
62,0.0052173244766891,0.0033194709103554487
63,0.005411223042756319,0.0044548772275447845
64,0.00486066984012723,0.0031635963823646307
65,0.005553671158850193,0.004831736907362938
66,0.005621107295155525,0.003293841378763318
67,0.004899656865745783,0.0033794420305639505
68,0.004721475765109062,0.003043404081836343
69,0.005166321061551571,0.0030936449766159058
70,0.005407541058957577,0.003204314038157463
71,0.004737890791147947,0.0039062206633388996
72,0.005087626166641712,0.0030432362109422684
73,0.00485748378559947,0.003647975856438279
74,0.004644250962883234,0.0033872686326503754
75,0.0049115074798464775,0.002946707885712385
76,0.004870040342211723,0.002944525331258774
77,0.004590051714330912,0.002952698851004243
78,0.0050820279866456985,0.0029401935171335936
79,0.004661616403609514,0.004552451428025961
80,0.006326432805508375,0.008147037588059902
81,0.006175563205033541,0.003138225292786956
82,0.004768220707774162,0.004113548900932074
83,0.004675874020904303,0.003888745792210102
84,0.004732245579361916,0.0032611670903861523
85,0.005517368204891682,0.002904928755015135
86,0.004981702659279108,0.0032481257803738117
87,0.004426136147230864,0.003843580139800906
88,0.004747264087200165,0.0037900495808571577
89,0.005492967087775469,0.003064593533053994
90,0.004195175599306822,0.0028465453069657087
91,0.004604590591043234,0.0028255728539079428
92,0.004156959243118763,0.0028769592754542828
93,0.004381576087325811,0.0036539877764880657
94,0.00446945009753108,0.0027531844098120928
95,0.004468099679797888,0.003103739582002163
96,0.004023938439786434,0.0030602398328483105
97,0.004417712800204754,0.0031602056697010994
98,0.0046040937304496765,0.002750589745119214
99,0.004506612196564674,0.0026827980764210224
